time_at_fix,hardware_id,alias,latitude,longitude,altitude,speed,cog,hdop,vdop,pdop,satellite_count,time_to_fix,fix_quality,error,activity,battery_mv,instantaneous_solar_mv,solar_current_since_last_fix_ma,temperature_c,connect_at,ctt_device_type,position_uncertainty,activity_x,activity_y,activity_z,connection_duration,session_id,fix_method,id
2023-05-15T00:30:07.000Z,3.51359E+14,,46.050968,-103.905022,924,,,,,5.96,,1,,,,4116,,,22,,Flicker-GPS,,0,0,3,,,GPS,98105
2023-05-15T01:00:08.173Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4117,742,,25,,Flicker-GPS,2295.712,,,,3160,,SCELL,98105
2023-05-15T01:00:13.000Z,3.51359E+14,,46.050678,-103.904999,906,,,,,1.59,,1,,,,4117,,,24,,Flicker-GPS,,2,0,2,,,GPS,98105
2023-05-15T01:30:06.000Z,3.51359E+14,,46.053406,-103.907799,910,,,,,4.96,,1,,,,4116,,,23,,Flicker-GPS,,41,178,1276,,,GPS,98105
2023-05-15T02:00:06.000Z,3.51359E+14,,46.053398,-103.907806,912,,,,,4.27,,1,,,,4116,,,25,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T02:19:12.781Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4116,540,,23,,Flicker-GPS,2295.712,,,,1755,,SCELL,98105
2023-05-15T02:24:12.791Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4115,228,,23,,Flicker-GPS,2295.712,,,,1841,,SCELL,98105
2023-05-15T02:29:12.639Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4114,386,,23,,Flicker-GPS,2295.712,,,,1682,,SCELL,98105
2023-05-15T02:30:08.000Z,3.51359E+14,,46.053394,-103.907784,924,,,,,3.48,,3,,,,4113,,,22,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T02:34:12.715Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4113,280,,23,,Flicker-GPS,2295.712,,,,1844,,SCELL,98105
2023-05-15T02:39:12.727Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4113,168,,22,,Flicker-GPS,2295.712,,,,1770,,SCELL,98105
2023-05-15T02:44:12.641Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4112,70,,22,,Flicker-GPS,2295.712,,,,1700,,SCELL,98105
2023-05-15T02:49:12.524Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4112,20,,21,,Flicker-GPS,2295.712,,,,1777,,SCELL,98105
2023-05-15T02:54:12.644Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4112,16,,21,,Flicker-GPS,2295.712,,,,1791,,SCELL,98105
2023-05-15T02:59:12.488Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4112,-2,,21,,Flicker-GPS,2295.712,,,,1718,,SCELL,98105
2023-05-15T03:00:30.000Z,3.51359E+14,,46.053394,-103.907791,912,,,,,2.02,,25,,,,4111,,,21,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T03:04:12.577Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4111,-2,,21,,Flicker-GPS,2295.712,,,,1724,,SCELL,98105
2023-05-15T03:09:12.523Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4111,-2,,21,,Flicker-GPS,2295.712,,,,1730,,SCELL,98105
2023-05-15T03:14:12.611Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4110,-12,,21,,Flicker-GPS,2295.712,,,,1730,,SCELL,98105
2023-05-15T03:19:12.557Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4109,-4,,21,,Flicker-GPS,2295.712,,,,1741,,SCELL,98105
2023-05-15T03:24:12.556Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4107,-10,,21,,Flicker-GPS,2295.712,,,,1747,,SCELL,98105
2023-05-15T03:29:12.512Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4106,0,,21,,Flicker-GPS,2295.712,,,,1748,,SCELL,98105
2023-05-15T03:30:06.000Z,3.51359E+14,,46.053387,-103.907776,912,,,,,1.75,,1,,,,4105,,,20,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T03:34:12.579Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4105,-6,,21,,Flicker-GPS,2295.712,,,,1764,,SCELL,98105
2023-05-15T03:39:12.487Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4105,-10,,21,,Flicker-GPS,2295.712,,,,1764,,SCELL,98105
2023-05-15T03:44:13.142Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4105,-2,,21,,Flicker-GPS,2295.712,,,,1681,,SCELL,98105
2023-05-15T03:49:12.497Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4105,-12,,21,,Flicker-GPS,2295.712,,,,1776,,SCELL,98105
2023-05-15T03:54:12.471Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4105,-14,,21,,Flicker-GPS,2295.712,,,,1787,,SCELL,98105
2023-05-15T03:59:12.454Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4105,-6,,20,,Flicker-GPS,2295.712,,,,1788,,SCELL,98105
2023-05-15T04:00:06.000Z,3.51359E+14,,46.053394,-103.907799,917,,,,,2.31,,1,,,,4105,,,20,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T04:04:12.586Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4105,-6,,21,,Flicker-GPS,2295.712,,,,1873,,SCELL,98105
2023-05-15T04:09:12.462Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4105,-12,,21,,Flicker-GPS,2295.712,,,,1725,,SCELL,98105
2023-05-15T04:14:12.399Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4104,-6,,21,,Flicker-GPS,2295.712,,,,1720,,SCELL,98105
2023-05-15T04:19:12.494Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4104,-10,,21,,Flicker-GPS,2295.712,,,,1804,,SCELL,98105
2023-05-15T04:24:12.375Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4103,-6,,21,,Flicker-GPS,2295.712,,,,1730,,SCELL,98105
2023-05-15T04:29:12.329Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4103,-4,,21,,Flicker-GPS,2295.712,,,,1735,,SCELL,98105
2023-05-15T04:30:06.000Z,3.51359E+14,,46.053371,-103.907745,919,,,,,5.39,,1,,,,4102,,,21,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T04:34:12.408Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4102,-8,,21,,Flicker-GPS,2295.712,,,,1744,,SCELL,98105
2023-05-15T04:39:12.257Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4102,-6,,21,,Flicker-GPS,2295.712,,,,1666,,SCELL,98105
2023-05-15T04:44:12.275Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4101,-4,,21,,Flicker-GPS,2295.712,,,,1672,,SCELL,98105
2023-05-15T04:49:12.322Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4101,-8,,21,,Flicker-GPS,2295.712,,,,1683,,SCELL,98105
2023-05-15T04:54:12.234Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4101,-8,,21,,Flicker-GPS,2295.712,,,,1684,,SCELL,98105
2023-05-15T04:59:12.289Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4101,-6,,21,,Flicker-GPS,2295.712,,,,1690,,SCELL,98105
2023-05-15T05:00:06.000Z,3.51359E+14,,46.053421,-103.907791,913,,,,,5.54,,1,,,,4101,,,21,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T05:05:15.871Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4101,-4,,24,,Flicker-GPS,2295.712,,,,65236,,SCELL,98105
2023-05-15T05:09:12.168Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4101,-4,,21,,Flicker-GPS,2295.712,,,,1626,,SCELL,98105
2023-05-15T05:14:12.180Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4094,-14,,21,,Flicker-GPS,2295.712,,,,1627,,SCELL,98105
2023-05-15T05:19:12.180Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4094,-6,,21,,Flicker-GPS,2295.712,,,,1632,,SCELL,98105
2023-05-15T05:24:12.441Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4093,-4,,21,,Flicker-GPS,2295.712,,,,1818,,SCELL,98105
2023-05-15T05:29:12.429Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4092,-2,,21,,Flicker-GPS,2295.712,,,,1819,,SCELL,98105
2023-05-15T05:30:07.000Z,3.51359E+14,,46.05344,-103.907837,911,,,,,4.52,,2,,,,4097,,,21,,Flicker-GPS,,0,0,1,,,GPS,98105
2023-05-15T05:34:12.424Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4097,-6,,21,,Flicker-GPS,2295.712,,,,1825,,SCELL,98105
2023-05-15T05:39:12.409Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4097,-6,,21,,Flicker-GPS,2295.712,,,,1825,,SCELL,98105
2023-05-15T05:44:12.344Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4097,-2,,21,,Flicker-GPS,2295.712,,,,1677,,SCELL,98105
2023-05-15T05:49:12.325Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4096,-4,,21,,Flicker-GPS,2295.712,,,,1763,,SCELL,98105
2023-05-15T05:54:12.416Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4096,-12,,21,,Flicker-GPS,2295.712,,,,1850,,SCELL,98105
2023-05-15T05:59:12.351Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4096,-4,,21,,Flicker-GPS,2295.712,,,,1689,,SCELL,98105
2023-05-15T06:00:30.000Z,3.51359E+14,,46.053406,-103.907776,910,,,,,2.87,,25,,,,4095,,,20,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T06:04:12.337Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4095,-6,,21,,Flicker-GPS,2295.712,,,,1695,,SCELL,98105
2023-05-15T06:09:12.433Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4094,-4,,21,,Flicker-GPS,2295.712,,,,1786,,SCELL,98105
2023-05-15T06:14:12.355Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4094,-20,,21,,Flicker-GPS,2295.712,,,,1786,,SCELL,98105
2023-05-15T06:19:12.330Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4093,0,,21,,Flicker-GPS,2295.712,,,,1793,,SCELL,98105
2023-05-15T06:24:12.326Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4093,-12,,21,,Flicker-GPS,2295.712,,,,1716,,SCELL,98105
2023-05-15T06:29:12.303Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4093,-10,,21,,Flicker-GPS,2295.712,,,,1810,,SCELL,98105
2023-05-15T06:30:06.000Z,3.51359E+14,,46.053436,-103.907814,913,,,,,2.73,,1,,,,4093,,,20,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T06:34:12.356Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4093,-6,,21,,Flicker-GPS,2295.712,,,,1812,,SCELL,98105
2023-05-15T06:39:12.334Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4092,-8,,20,,Flicker-GPS,2295.712,,,,1737,,SCELL,98105
2023-05-15T06:44:12.492Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4091,-4,,21,,Flicker-GPS,2295.712,,,,1983,,SCELL,98105
2023-05-15T06:49:12.264Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4090,-12,,20,,Flicker-GPS,2295.712,,,,1753,,SCELL,98105
2023-05-15T06:54:12.269Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4089,0,,20,,Flicker-GPS,2295.712,,,,1756,,SCELL,98105
2023-05-15T06:59:12.177Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4089,-12,,20,,Flicker-GPS,2295.712,,,,1751,,SCELL,98105
2023-05-15T07:00:06.000Z,3.51359E+14,,46.053425,-103.907799,913,,,,,4.45,,1,,,,4089,,,19,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T07:04:12.187Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4089,-8,,20,,Flicker-GPS,2295.712,,,,1691,,SCELL,98105
2023-05-15T07:09:12.279Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4089,-10,,20,,Flicker-GPS,2295.712,,,,1777,,SCELL,98105
2023-05-15T07:14:12.293Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4089,-12,,20,,Flicker-GPS,2295.712,,,,1777,,SCELL,98105
2023-05-15T07:19:12.267Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4089,-6,,20,,Flicker-GPS,2295.712,,,,1708,,SCELL,98105
2023-05-15T07:24:12.239Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4089,-10,,20,,Flicker-GPS,2295.712,,,,1715,,SCELL,98105
2023-05-15T07:29:12.422Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4088,-12,,19,,Flicker-GPS,2295.712,,,,1879,,SCELL,98105
2023-05-15T07:30:06.000Z,3.51359E+14,,46.053562,-103.907875,915,,,,,5.8,,1,,,,4089,,,19,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T07:34:12.192Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4089,-10,,19,,Flicker-GPS,2295.712,,,,1800,,SCELL,98105
2023-05-15T07:39:12.198Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4088,-8,,19,,Flicker-GPS,2295.712,,,,1806,,SCELL,98105
2023-05-15T07:44:12.281Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4087,-6,,19,,Flicker-GPS,2295.712,,,,1737,,SCELL,98105
2023-05-15T07:49:12.210Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4086,-12,,19,,Flicker-GPS,2295.712,,,,1823,,SCELL,98105
2023-05-15T07:54:12.361Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4086,-18,,19,,Flicker-GPS,2295.712,,,,1905,,SCELL,98105
2023-05-15T07:55:30.000Z,3.51359E+14,,46.053417,-103.907799,907,,,,,3.16,,22,,,,4085,,,19,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T07:59:12.177Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4085,-12,,19,,Flicker-GPS,2295.712,,,,1675,,SCELL,98105
2023-05-15T08:00:06.000Z,3.51359E+14,,46.05341,-103.907768,914,,,,,3.28,,1,,,,4085,,,19,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T08:00:11.803Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4085,-6,,20,,Flicker-GPS,2295.712,,,,1696,,SCELL,98105
2023-05-15T08:04:12.105Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4085,-6,,19,,Flicker-GPS,2295.712,,,,1760,,SCELL,98105
2023-05-15T08:09:12.249Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4084,-6,,19,,Flicker-GPS,2295.712,,,,1752,,SCELL,98105
2023-05-15T08:14:12.289Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4084,-8,,19,,Flicker-GPS,2295.712,,,,1687,,SCELL,98105
2023-05-15T08:19:12.252Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4082,-8,,19,,Flicker-GPS,2295.712,,,,1693,,SCELL,98105
2023-05-15T08:24:12.184Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4082,-6,,19,,Flicker-GPS,2295.712,,,,1783,,SCELL,98105
2023-05-15T08:29:12.108Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4082,-6,,19,,Flicker-GPS,2295.712,,,,1785,,SCELL,98105
2023-05-15T08:30:05.000Z,3.51359E+14,,46.053425,-103.907814,913,,,,,10.13,,1,,,,4082,,,19,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T08:34:12.257Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4082,-6,,19,,Flicker-GPS,2295.712,,,,1780,,SCELL,98105
2023-05-15T08:39:12.174Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4082,-10,,19,,Flicker-GPS,2295.712,,,,1721,,SCELL,98105
2023-05-15T08:44:12.121Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4082,-12,,19,,Flicker-GPS,2295.712,,,,1807,,SCELL,98105
2023-05-15T08:49:13.061Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4082,-10,,19,,Flicker-GPS,2295.712,,,,1729,,SCELL,98105
2023-05-15T08:54:12.203Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4082,-8,,19,,Flicker-GPS,2295.712,,,,1733,,SCELL,98105
2023-05-15T08:59:14.298Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4082,-12,,19,,Flicker-GPS,2295.712,,,,1900,,SCELL,98105
2023-05-15T09:00:05.000Z,3.51359E+14,,46.053429,-103.907799,911,,,,,4.01,,1,,,,4082,,,18,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T09:04:12.259Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4082,-14,,19,,Flicker-GPS,2295.712,,,,1830,,SCELL,98105
2023-05-15T09:09:12.090Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4081,-6,,18,,Flicker-GPS,2295.712,,,,1750,,SCELL,98105
2023-05-15T09:14:12.147Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4081,-8,,18,,Flicker-GPS,2295.712,,,,1756,,SCELL,98105
2023-05-15T09:19:12.108Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4081,-6,,18,,Flicker-GPS,2295.712,,,,1680,,SCELL,98105
2023-05-15T09:24:13.040Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4080,-12,,18,,Flicker-GPS,2295.712,,,,1852,,SCELL,98105
2023-05-15T09:29:13.740Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4079,-6,,18,,Flicker-GPS,2295.712,,,,1772,,SCELL,98105
2023-05-15T09:30:05.000Z,3.51359E+14,,46.053425,-103.907806,909,,,,,4.9,,1,,,,4079,,,18,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T09:34:12.118Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4079,-12,,18,,Flicker-GPS,2295.712,,,,1704,,SCELL,98105
2023-05-15T09:39:12.115Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4078,-6,,18,,Flicker-GPS,2295.712,,,,1710,,SCELL,98105
2023-05-15T09:44:12.116Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4078,-10,,18,,Flicker-GPS,2295.712,,,,1795,,SCELL,98105
2023-05-15T09:49:12.134Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4078,-16,,18,,Flicker-GPS,2295.712,,,,1798,,SCELL,98105
2023-05-15T09:54:12.099Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4078,-12,,18,,Flicker-GPS,2295.712,,,,1809,,SCELL,98105
2023-05-15T09:59:12.078Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4078,-14,,18,,Flicker-GPS,2295.712,,,,1740,,SCELL,98105
2023-05-15T10:00:30.000Z,3.51359E+14,,46.053448,-103.907784,911,,,,,2.13,,26,,,,4078,,,18,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T10:04:11.997Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4078,-8,,19,,Flicker-GPS,2295.712,,,,1825,,SCELL,98105
2023-05-15T10:09:12.029Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4077,-8,,19,,Flicker-GPS,2295.712,,,,1826,,SCELL,98105
2023-05-15T10:14:12.085Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4076,-6,,19,,Flicker-GPS,2295.712,,,,1677,,SCELL,98105
2023-05-15T10:19:11.956Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4075,-14,,19,,Flicker-GPS,2295.712,,,,1753,,SCELL,98105
2023-05-15T10:24:12.817Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4075,-6,,18,,Flicker-GPS,2295.712,,,,1764,,SCELL,98105
2023-05-15T10:29:12.016Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4075,-4,,18,,Flicker-GPS,2295.712,,,,1690,,SCELL,98105
2023-05-15T10:30:05.000Z,3.51359E+14,,46.053421,-103.907814,916,,,,,6.94,,1,,,,4075,,,18,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T10:34:11.885Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4075,-6,,19,,Flicker-GPS,2295.712,,,,1693,,SCELL,98105
2023-05-15T10:39:11.928Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4075,-6,,20,,Flicker-GPS,2295.712,,,,1702,,SCELL,98105
2023-05-15T10:44:11.787Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4075,-14,,20,,Flicker-GPS,2295.712,,,,1624,,SCELL,98105
2023-05-15T10:49:11.753Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4075,-2,,20,,Flicker-GPS,2295.712,,,,1630,,SCELL,98105
2023-05-15T10:54:11.856Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4075,8,,20,,Flicker-GPS,2295.712,,,,1641,,SCELL,98105
2023-05-15T10:59:11.907Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4075,20,,20,,Flicker-GPS,2295.712,,,,1726,,SCELL,98105
2023-05-15T11:00:05.000Z,3.51359E+14,,46.053406,-103.907829,904,,,,,3.02,,1,,,,4075,,,19,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T11:04:11.789Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4075,14,,20,,Flicker-GPS,2295.712,,,,1647,,SCELL,98105
2023-05-15T11:09:11.846Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4075,4,,19,,Flicker-GPS,2295.712,,,,1659,,SCELL,98105
2023-05-15T11:14:11.864Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4074,186,,19,,Flicker-GPS,2295.712,,,,1665,,SCELL,98105
2023-05-15T11:19:11.949Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4074,290,,19,,Flicker-GPS,2295.712,,,,1758,,SCELL,98105
2023-05-15T11:24:11.701Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4074,404,,19,,Flicker-GPS,2295.712,,,,1598,,SCELL,98105
2023-05-15T11:29:11.763Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4074,470,,19,,Flicker-GPS,2295.712,,,,1673,,SCELL,98105
2023-05-15T11:30:05.000Z,3.51359E+14,,46.053402,-103.90799,888,,,,,20.02,,1,,,,4074,,,19,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T12:00:09.000Z,3.51359E+14,,46.053455,-103.907768,904,,,,,4.76,,5,,,,4076,,,19,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T12:30:30.000Z,3.51359E+14,,46.053425,-103.907799,910,,,,,1.8,,26,,,,4078,,,20,,Flicker-GPS,,0,0,0,,,GPS,98105
2023-05-15T13:00:05.000Z,3.51359E+14,,46.040894,-103.892853,902,,,,,7.58,,1,,,,4074,,,13,,Flicker-GPS,,37,534,2414,,,GPS,98105
2023-05-15T13:29:14.058Z,3.51359E+14,,46.231823,-103.656078,,,,,,,,,,,,4077,0,,24,,Flicker-GPS,2295.712,,,,2191,,SCELL,98105
2023-05-15T13:30:05.000Z,3.51359E+14,,46.041168,-103.893707,923,,,,,5.05,,1,,,,4077,,,24,,Flicker-GPS,,13,234,1029,,,GPS,98105
2023-05-15T14:00:05.000Z,3.51359E+14,,46.040356,-103.897034,914,,,,,3.36,,1,,,,4080,,,29,,Flicker-GPS,,10,40,146,,,GPS,98105
2023-05-15T14:30:05.000Z,3.51359E+14,,46.049908,-103.914627,887,,,,,2.38,,1,,,,4082,,,31,,Flicker-GPS,,2,48,535,,,GPS,98105
2023-05-15T15:00:06.000Z,3.51359E+14,,46.04567,-103.896492,903,,,,,4.43,,2,,,,4083,,,22,,Flicker-GPS,,19,80,823,,,GPS,98105
2023-05-15T16:00:30.000Z,3.51359E+14,,46.050354,-103.906441,901,,,,,1.36,,27,,,,4081,,,30,,Flicker-GPS,,27,101,770,,,GPS,98105
2023-05-15T16:30:04.000Z,3.51359E+14,,46.051411,-103.9076,905,,,,,4.18,,1,,,,4080,,,36,,Flicker-GPS,,7,57,359,,,GPS,98105
