time_at_fix,hardware_id,alias,latitude,longitude,altitude,speed,cog,hdop,vdop,pdop,satellite_count,time_to_fix,fix_quality,error,activity,battery_mv,instantaneous_solar_mv,solar_current_since_last_fix_ma,temperature_c,connect_at,ctt_device_type,position_uncertainty,activity_x,activity_y,activity_z,connection_duration,session_id,fix_method,id
2023-05-15T01:44:02.092Z,3.51359E+14,,46.292434,-103.936822,,,,,,,,,,,,4136,-18,,22,,Flicker-GPS,3768.908,,,,2961,,SCELL,98162
2023-05-15T01:53:48.000Z,3.51359E+14,,46.046516,-103.899857,885,,,,,3.44,,48,,,,4136,,,21,,Flicker-GPS,,0,2,3,,,GPS,98162
2023-05-15T02:19:14.937Z,3.51359E+14,,46.079709,-103.410976,,,,,,,,,,,,4132,-34,,21,,Flicker-GPS,4039.851,,,,4096,,SCELL,98162
2023-05-15T02:23:02.000Z,3.51359E+14,,46.227642,-103.660408,959,,,,,5.83,,2,,,,4132,,,20,,Flicker-GPS,,0,0,9,,,GPS,98162
2023-05-15T02:24:13.773Z,3.51359E+14,,46.079709,-103.410976,,,,,,,,,,,,4132,-42,,21,,Flicker-GPS,4039.851,,,,2660,,SCELL,98162
2023-05-15T02:29:13.951Z,3.51359E+14,,46.079709,-103.410976,,,,,,,,,,,,4132,-44,,21,,Flicker-GPS,4039.851,,,,2848,,SCELL,98162
2023-05-15T02:34:14.546Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4132,-50,,20,,Flicker-GPS,2205.424,,,,3396,,SCELL,98162
2023-05-15T02:39:21.653Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4131,-16,,20,,Flicker-GPS,2205.424,,,,3854,,SCELL,98162
2023-05-15T02:44:13.728Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4130,-14,,20,,Flicker-GPS,2129.998,,,,2709,,SCELL,98162
2023-05-15T02:49:17.899Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4129,-14,,21,,Flicker-GPS,2129.998,,,,2878,,SCELL,98162
2023-05-15T02:53:06.000Z,3.51359E+14,,46.176323,-103.399719,933,,,,,8.48,,6,,,,4129,,,20,,Flicker-GPS,,7,3,131,,,GPS,98162
2023-05-15T02:54:13.886Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4128,-12,,21,,Flicker-GPS,2129.998,,,,2893,,SCELL,98162
2023-05-15T02:59:14.216Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4128,-32,,21,,Flicker-GPS,2205.424,,,,3003,,SCELL,98162
2023-05-15T03:04:13.185Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4128,-22,,21,,Flicker-GPS,2129.998,,,,2590,,SCELL,98162
2023-05-15T03:09:13.812Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4128,-24,,21,,Flicker-GPS,2129.998,,,,2771,,SCELL,98162
2023-05-15T03:14:13.590Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4128,-24,,21,,Flicker-GPS,2205.424,,,,2786,,SCELL,98162
2023-05-15T03:19:14.007Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4128,-20,,21,,Flicker-GPS,2129.998,,,,2967,,SCELL,98162
2023-05-15T03:23:03.000Z,3.51359E+14,,46.176491,-103.399712,854,,,,,7.97,,3,,,,4128,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T03:24:13.649Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4127,-16,,21,,Flicker-GPS,2129.998,,,,2753,,SCELL,98162
2023-05-15T03:29:13.517Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4126,-18,,21,,Flicker-GPS,2129.998,,,,2661,,SCELL,98162
2023-05-15T03:34:13.772Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4126,-26,,21,,Flicker-GPS,2205.424,,,,2914,,SCELL,98162
2023-05-15T03:39:14.062Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4126,-20,,21,,Flicker-GPS,2205.424,,,,3158,,SCELL,98162
2023-05-15T03:44:13.739Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4125,-22,,21,,Flicker-GPS,2129.998,,,,2860,,SCELL,98162
2023-05-15T03:49:13.367Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4125,-24,,21,,Flicker-GPS,2205.424,,,,2712,,SCELL,98162
2023-05-15T03:53:30.000Z,3.51359E+14,,46.176189,-103.399498,899,,,,,1.62,,30,,,,4125,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T03:54:13.554Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4124,-18,,22,,Flicker-GPS,2205.424,,,,2804,,SCELL,98162
2023-05-15T03:59:13.416Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4123,-14,,22,,Flicker-GPS,2129.998,,,,2658,,SCELL,98162
2023-05-15T04:04:13.670Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4122,-18,,22,,Flicker-GPS,2129.998,,,,2750,,SCELL,98162
2023-05-15T04:09:13.362Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4121,-22,,22,,Flicker-GPS,2205.424,,,,2675,,SCELL,98162
2023-05-15T04:14:13.484Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4121,-12,,21,,Flicker-GPS,2129.998,,,,2696,,SCELL,98162
2023-05-15T04:19:13.653Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4121,-28,,22,,Flicker-GPS,3460.826,,,,3072,,SCELL,98162
2023-05-15T04:23:01.000Z,3.51359E+14,,46.176319,-103.399506,860,,,,,6.23,,1,,,,4121,,,21,,Flicker-GPS,,4,0,1,,,GPS,98162
2023-05-15T04:24:13.318Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4121,-16,,22,,Flicker-GPS,2129.998,,,,2640,,SCELL,98162
2023-05-15T04:29:13.554Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4121,-20,,21,,Flicker-GPS,2129.998,,,,2964,,SCELL,98162
2023-05-15T04:34:13.493Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4120,-24,,21,,Flicker-GPS,3460.826,,,,2775,,SCELL,98162
2023-05-15T04:39:13.172Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4120,-24,,21,,Flicker-GPS,3460.826,,,,2604,,SCELL,98162
2023-05-15T04:44:13.319Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4120,-18,,21,,Flicker-GPS,3460.826,,,,2777,,SCELL,98162
2023-05-15T04:49:13.709Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4120,-46,,21,,Flicker-GPS,3460.826,,,,2813,,SCELL,98162
2023-05-15T04:53:05.000Z,3.51359E+14,,46.176445,-103.399445,843,,,,,5.4,,6,,,,4120,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T04:54:13.282Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4120,-50,,21,,Flicker-GPS,3460.826,,,,2722,,SCELL,98162
2023-05-15T04:59:13.999Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4120,-42,,21,,Flicker-GPS,3460.826,,,,2839,,SCELL,98162
2023-05-15T05:04:13.158Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4120,-48,,21,,Flicker-GPS,3460.826,,,,2659,,SCELL,98162
2023-05-15T05:09:13.702Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4119,-46,,21,,Flicker-GPS,2129.998,,,,2748,,SCELL,98162
2023-05-15T05:14:13.278Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4118,-46,,21,,Flicker-GPS,3460.826,,,,2586,,SCELL,98162
2023-05-15T05:19:13.249Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4117,-44,,21,,Flicker-GPS,3460.826,,,,2778,,SCELL,98162
2023-05-15T05:23:04.000Z,3.51359E+14,,46.176384,-103.399567,881,,,,,3.94,,5,,,,4117,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T05:24:13.667Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4117,-50,,21,,Flicker-GPS,2129.998,,,,2785,,SCELL,98162
2023-05-15T05:29:13.409Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4117,-52,,21,,Flicker-GPS,3460.826,,,,3019,,SCELL,98162
2023-05-15T05:34:13.163Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4117,-44,,21,,Flicker-GPS,3460.826,,,,2680,,SCELL,98162
2023-05-15T05:39:13.261Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4117,-44,,21,,Flicker-GPS,3460.826,,,,2733,,SCELL,98162
2023-05-15T05:44:13.426Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4117,-36,,21,,Flicker-GPS,3460.826,,,,2689,,SCELL,98162
2023-05-15T05:49:13.530Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4117,-42,,21,,Flicker-GPS,2205.424,,,,2848,,SCELL,98162
2023-05-15T05:53:03.000Z,3.51359E+14,,46.176491,-103.399559,866,,,,,4.54,,4,,,,4117,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T05:54:13.315Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4117,-42,,21,,Flicker-GPS,3460.826,,,,2764,,SCELL,98162
2023-05-15T05:59:15.269Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4115,-34,,21,,Flicker-GPS,2129.998,,,,4476,,SCELL,98162
2023-05-15T06:04:13.238Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4115,-40,,21,,Flicker-GPS,2129.998,,,,2806,,SCELL,98162
2023-05-15T06:09:13.603Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4114,-44,,21,,Flicker-GPS,3460.826,,,,2966,,SCELL,98162
2023-05-15T06:14:13.190Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4113,-46,,21,,Flicker-GPS,3460.826,,,,2685,,SCELL,98162
2023-05-15T06:19:13.971Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4113,-48,,21,,Flicker-GPS,2205.424,,,,3564,,SCELL,98162
2023-05-15T06:23:30.000Z,3.51359E+14,,46.176441,-103.399658,908,,,,,4.15,,31,,,,4113,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T06:24:13.025Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4112,-48,,22,,Flicker-GPS,3460.826,,,,2623,,SCELL,98162
2023-05-15T06:29:13.020Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4111,-50,,22,,Flicker-GPS,3460.826,,,,2752,,SCELL,98162
2023-05-15T06:34:13.027Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4111,-48,,21,,Flicker-GPS,3460.826,,,,2647,,SCELL,98162
2023-05-15T06:39:13.177Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4111,-44,,21,,Flicker-GPS,3460.826,,,,2685,,SCELL,98162
2023-05-15T06:44:13.138Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4111,-42,,21,,Flicker-GPS,3460.826,,,,2890,,SCELL,98162
2023-05-15T06:49:13.287Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4112,-38,,21,,Flicker-GPS,3460.826,,,,2798,,SCELL,98162
2023-05-15T06:53:02.000Z,3.51359E+14,,46.176331,-103.399521,874,,,,,4.77,,3,,,,4112,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T06:54:13.025Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4111,-36,,21,,Flicker-GPS,3460.826,,,,2699,,SCELL,98162
2023-05-15T06:59:13.699Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4110,-42,,21,,Flicker-GPS,2129.998,,,,3425,,SCELL,98162
2023-05-15T07:04:13.026Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4110,-46,,21,,Flicker-GPS,3460.826,,,,2860,,SCELL,98162
2023-05-15T07:09:12.794Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4110,-42,,21,,Flicker-GPS,2129.998,,,,2723,,SCELL,98162
2023-05-15T07:14:13.151Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4110,-48,,21,,Flicker-GPS,3460.826,,,,2603,,SCELL,98162
2023-05-15T07:19:12.801Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4110,-50,,21,,Flicker-GPS,3460.826,,,,2715,,SCELL,98162
2023-05-15T07:23:06.000Z,3.51359E+14,,46.176636,-103.399857,858,,,,,4.82,,7,,,,4110,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T07:24:13.139Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4111,-46,,21,,Flicker-GPS,3460.826,,,,2639,,SCELL,98162
2023-05-15T07:29:12.946Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4110,-40,,21,,Flicker-GPS,3460.826,,,,2707,,SCELL,98162
2023-05-15T07:34:13.920Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4109,-44,,21,,Flicker-GPS,2129.998,,,,3835,,SCELL,98162
2023-05-15T07:39:14.895Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4109,-42,,22,,Flicker-GPS,3460.826,,,,3978,,SCELL,98162
2023-05-15T07:44:13.106Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4109,-38,,21,,Flicker-GPS,3460.826,,,,2816,,SCELL,98162
2023-05-15T07:49:12.960Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4108,-48,,21,,Flicker-GPS,3460.826,,,,2599,,SCELL,98162
2023-05-15T07:54:12.780Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4103,-40,,25,,Flicker-GPS,2129.998,,,,2605,,SCELL,98162
2023-05-15T07:54:25.000Z,3.51359E+14,,46.176346,-103.399559,860,,,,,5.72,,85,,,,4103,,,25,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T07:55:14.000Z,3.51359E+14,,46.176113,-103.399467,891,,,,,5.7,,6,,,,4103,,,25,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T07:59:14.930Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4102,-50,,23,,Flicker-GPS,2129.998,,,,3190,,SCELL,98162
2023-05-15T08:00:12.868Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4102,-50,,22,,Flicker-GPS,3460.826,,,,2686,,SCELL,98162
2023-05-15T08:04:12.862Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4101,-46,,22,,Flicker-GPS,3460.826,,,,2765,,SCELL,98162
2023-05-15T08:09:12.947Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4101,-42,,22,,Flicker-GPS,3460.826,,,,2882,,SCELL,98162
2023-05-15T08:14:12.643Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4101,-40,,22,,Flicker-GPS,3460.826,,,,2600,,SCELL,98162
2023-05-15T08:19:12.537Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4105,-50,,21,,Flicker-GPS,3460.826,,,,2587,,SCELL,98162
2023-05-15T08:23:05.000Z,3.51359E+14,,46.176029,-103.399269,912,,,,,6.5,,6,,,,4105,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T08:24:12.869Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4105,-46,,21,,Flicker-GPS,3460.826,,,,2599,,SCELL,98162
2023-05-15T08:29:12.929Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4105,-44,,21,,Flicker-GPS,2129.998,,,,2848,,SCELL,98162
2023-05-15T08:34:12.951Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4105,-44,,21,,Flicker-GPS,2129.998,,,,2779,,SCELL,98162
2023-05-15T08:39:12.797Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4104,-40,,21,,Flicker-GPS,3460.826,,,,2834,,SCELL,98162
2023-05-15T08:44:12.961Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4104,-36,,21,,Flicker-GPS,2129.998,,,,2885,,SCELL,98162
2023-05-15T08:49:13.273Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4104,-44,,21,,Flicker-GPS,3460.826,,,,2720,,SCELL,98162
2023-05-15T08:53:30.000Z,3.51359E+14,,46.176197,-103.399391,942,,,,,8.52,,31,,,,4104,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T08:54:12.721Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4102,-46,,22,,Flicker-GPS,3460.826,,,,2684,,SCELL,98162
2023-05-15T08:59:13.034Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4101,-42,,22,,Flicker-GPS,3460.826,,,,2876,,SCELL,98162
2023-05-15T09:04:13.095Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4101,-40,,22,,Flicker-GPS,3460.826,,,,2781,,SCELL,98162
2023-05-15T09:09:12.787Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4101,-42,,22,,Flicker-GPS,3460.826,,,,2793,,SCELL,98162
2023-05-15T09:14:13.119Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4100,-44,,22,,Flicker-GPS,3460.826,,,,2983,,SCELL,98162
2023-05-15T09:19:12.904Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4101,-44,,22,,Flicker-GPS,2129.998,,,,2905,,SCELL,98162
2023-05-15T09:23:30.000Z,3.51359E+14,,46.176266,-103.399536,894,,,,,3.27,,31,,,,4101,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T09:24:13.416Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4099,-40,,22,,Flicker-GPS,2129.998,,,,2666,,SCELL,98162
2023-05-15T09:29:13.896Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4098,-50,,22,,Flicker-GPS,3460.826,,,,2718,,SCELL,98162
2023-05-15T09:34:12.871Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4097,-44,,22,,Flicker-GPS,2129.998,,,,2772,,SCELL,98162
2023-05-15T09:39:13.237Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4097,-46,,21,,Flicker-GPS,2129.998,,,,2705,,SCELL,98162
2023-05-15T09:44:12.798Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4097,-46,,21,,Flicker-GPS,3460.826,,,,2871,,SCELL,98162
2023-05-15T09:49:12.618Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4097,-44,,21,,Flicker-GPS,3460.826,,,,2760,,SCELL,98162
2023-05-15T09:53:02.000Z,3.51359E+14,,46.176231,-103.399353,896,,,,,3.14,,3,,,,4097,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T09:54:12.598Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4097,-38,,21,,Flicker-GPS,3460.826,,,,2733,,SCELL,98162
2023-05-15T09:59:12.391Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4097,-34,,21,,Flicker-GPS,3460.826,,,,2657,,SCELL,98162
2023-05-15T10:04:12.631Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4097,-40,,21,,Flicker-GPS,2129.998,,,,2768,,SCELL,98162
2023-05-15T10:09:12.690Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4097,-50,,21,,Flicker-GPS,3460.826,,,,2762,,SCELL,98162
2023-05-15T10:14:12.458Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4097,-48,,21,,Flicker-GPS,3460.826,,,,2719,,SCELL,98162
2023-05-15T10:19:13.094Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4097,-50,,21,,Flicker-GPS,3460.826,,,,3242,,SCELL,98162
2023-05-15T10:23:48.000Z,3.51359E+14,,46.176525,-103.399437,940,,,,,6.24,,49,,,,4097,,,21,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T10:24:13.123Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4094,-44,,23,,Flicker-GPS,3460.826,,,,2584,,SCELL,98162
2023-05-15T10:29:12.698Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4092,-34,,22,,Flicker-GPS,2129.998,,,,2983,,SCELL,98162
2023-05-15T10:34:12.207Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4090,-18,,22,,Flicker-GPS,2129.998,,,,2604,,SCELL,98162
2023-05-15T10:39:13.120Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4090,-32,,22,,Flicker-GPS,2205.424,,,,3179,,SCELL,98162
2023-05-15T10:44:12.448Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4089,-22,,22,,Flicker-GPS,2129.998,,,,2709,,SCELL,98162
2023-05-15T10:49:28.913Z,3.51359E+14,,46.179754,-103.39517,,,,,,,,,,,,4090,-14,,22,,Flicker-GPS,2129.998,,,,2725,,SCELL,98162
2023-05-15T10:53:13.000Z,3.51359E+14,,46.175209,-103.39991,741,,,,,10.78,,14,,,,4090,,,21,,Flicker-GPS,,6,0,29,,,GPS,98162
2023-05-15T10:54:12.457Z,3.51359E+14,,46.176549,-103.398393,,,,,,,,,,,,4089,-38,,19,,Flicker-GPS,3460.826,,,,2740,,SCELL,98162
2023-05-15T10:59:12.330Z,3.51359E+14,,46.179252,-103.405205,,,,,,,,,,,,4089,-34,,16,,Flicker-GPS,2205.424,,,,2659,,SCELL,98162
2023-05-15T11:04:12.489Z,3.51359E+14,,45.88453,-103.378737,,,,,,,,,,,,4089,-44,,15,,Flicker-GPS,4031.39,,,,2677,,SCELL,98162
2023-05-15T11:09:12.603Z,3.51359E+14,,46.079709,-103.410976,,,,,,,,,,,,4088,-44,,14,,Flicker-GPS,4039.851,,,,2876,,SCELL,98162
2023-05-15T11:14:12.233Z,3.51359E+14,,46.079709,-103.410976,,,,,,,,,,,,4089,-44,,13,,Flicker-GPS,4039.851,,,,2543,,SCELL,98162
2023-05-15T11:19:13.417Z,3.51359E+14,,46.079709,-103.410976,,,,,,,,,,,,4089,-40,,13,,Flicker-GPS,4039.851,,,,2728,,SCELL,98162
2023-05-15T11:23:24.000Z,3.51359E+14,,46.147694,-103.738876,1120,,,,,9.64,,26,,,,4089,,,13,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T11:24:24.312Z,3.51359E+14,,46.291483,-103.928768,,,,,,,,,,,,4088,-38,,14,,Flicker-GPS,4023.53,,,,3860,,SCELL,98162
2023-05-15T11:30:31.267Z,3.51359E+14,,46.079709,-103.410976,,,,,,,,,,,,4087,-40,,16,,Flicker-GPS,4039.851,,,,81597,,SCELL,98162
2023-05-15T11:53:30.000Z,3.51359E+14,,46.109047,-103.836464,870,,,,,1.97,,32,,,,4081,,,13,,Flicker-GPS,,0,0,0,,,GPS,98162
2023-05-15T12:23:02.000Z,3.51359E+14,,46.103836,-103.823761,900,,,,,3.12,,4,,,,4080,,,13,,Flicker-GPS,,7,0,0,,,GPS,98162
